0,1,2,3
Simpli Namdhari's,Extra Kulcha 1pc.,₹25,
Simpli Namdhari's,Extra Olive,₹30,
Simpli Namdhari's,Extra Paratha 1pc.,₹30,
Simpli Namdhari's,Extra Salad Dressing,₹40,
Simpli Namdhari's,Hazelnut Syrup,₹25,
Simpli Namdhari's,Sriracha Mayo,₹15,
Simpli Namdhari's,Sweet-Corn,₹40,
Taste Of Tibet,Chicken Steamed Momos [8 Pieces],₹130,
Taste Of Tibet,Buff Chowmein,₹170,
Taste Of Tibet,Buff Thukpa,₹180,
Taste Of Tibet,Chicken Thukpa,₹180,
Taste Of Tibet,Chicken Shaprta with Tingmo,₹230,
Taste Of Tibet,Buff Fried Rice,₹170,
Taste Of Tibet,Chicken Fried Momos [8 Pieces],₹140,
Taste Of Tibet,Veg Chowmein,₹160,
Taste Of Tibet,Buff Steamed Momos [8 Pieces],₹130,
Taste Of Tibet,Chicken Mixed Momo Thukpa,₹200,
Taste Of Tibet,Chicken Chowmein,₹170,
Taste Of Tibet,Chicken Chilli Garlic Rice,₹190,
Taste Of Tibet,Chicken Shabalay [4 Pieces],₹180,
Taste Of Tibet,Veg Laphing Dry,₹80,
Taste Of Tibet,Chicken Laphing Dry,₹90,
Taste Of Tibet,Wai Wai Laphing Dry,₹90,
Taste Of Tibet,Vegetable Steamed Momos [8 Pieces],₹120,
Taste Of Tibet,Buff Shapta with Tingmo,₹230,
Taste Of Tibet,Buff Soup,₹80,
Taste Of Tibet,Chilly Chicken,₹200,
Taste Of Tibet,Chicken Mokthuk,₹200,
Taste Of Tibet,Chicken Fried Rice,₹170,
Taste Of Tibet,Veg Thukpa,₹170,
Taste Of Tibet,Egg Fried Rice,₹165,Egg Fried Rice
Taste Of Tibet,Vegetables Fried Rice,₹160,
Taste Of Tibet,Chilly Potato,₹170,
Taste Of Tibet,Chicken Hot & Sour Soup,₹90,
Taste Of Tibet,Gyuma ( Sausage) Fried,₹220,
Taste Of Tibet,Buff Mixed Momos Thukpa,₹200,
Taste Of Tibet,Chicken Chilly Basil Noodles,₹190,
Taste Of Tibet,Veg Manchow Soup,₹80,
Taste Of Tibet,Chicken Thenthuk,₹190,
Taste Of Tibet,Cauliflower Manchurian,₹170,
Taste Of Tibet,Veg Mixed Momo Thukpa,₹190,
Taste Of Tibet,Vegetable Fried Momos [8 Pieces],₹130,
Taste Of Tibet,Chicken Fried Momos [8 Pieces],₹140,
Taste Of Tibet,Buff Fried Momos [8 Pieces],₹140,
Taste Of Tibet,Veg Schezwan Fried Momo [6 Pieces],₹160,
Taste Of Tibet,Chicken Schezwan Fried Momo [6 Pieces],₹170,
Taste Of Tibet,Buff Schezwan Fried Momo [6 Pieces],₹170,
Taste Of Tibet,Veg Chilli Fried Momos [6 Pieces],₹160,
Taste Of Tibet,Chicken Chilli Fried Momos [6 Pieces],₹170,
Taste Of Tibet,Buff Chilli Fried Momos [6 Pieces],₹170,
Taste Of Tibet,Veg Manchurian Fried Momos [6 Pieces],₹160,
Taste Of Tibet,Chicken Manchurian Fried Momos [6 Pieces],₹170,
Taste Of Tibet,Buff Manchurian Fried Momos [6 Pieces],₹170,
Taste Of Tibet,Vegetable Steamed Momos [8 Pieces],₹120,
Taste Of Tibet,Chicken Steamed Momos [8 Pieces],₹130,
Taste Of Tibet,Buff Steamed Momos [8 Pieces],₹130,
Taste Of Tibet,Chicken Shabalay [4 Pieces],₹180,
Taste Of Tibet,Buff Shabalay [4 Pieces],₹180,
Taste Of Tibet,Veg Manchurian,₹170,
Taste Of Tibet,Cauliflower Manchurian,₹170,
Taste Of Tibet,Chilly Potato,₹170,
Taste Of Tibet,Pakchow,₹150,
Taste Of Tibet,Mushroom Pepper Dry,₹170,
Taste Of Tibet,Chilly Mushroom,₹170,
Taste Of Tibet,Chilli Paneer,₹180,
Taste Of Tibet,Mushroom Manchurian,₹170,
Taste Of Tibet,Chicken Manchurian,₹200,
Taste Of Tibet,Chicken Schezwan,₹200,
Taste Of Tibet,Chilly Chicken,₹200,
Taste Of Tibet,Chicken Hunan,₹200,
Taste Of Tibet,Lhowa Khatsa,₹170,
Taste Of Tibet,Dropa khatsa,₹170,
Taste Of Tibet,Gyuma ( Sausage) Steam,₹220,
Taste Of Tibet,Gyuma ( Sausage) Fried,₹220,
Taste Of Tibet,Buff Chilli,₹200,
Taste Of Tibet,Buff Salad,₹210,
Taste Of Tibet,Buff with Capsicum,₹210,
Taste Of Tibet,Veg Shanghai Rice,₹180,
Taste Of Tibet,Egg Shanghai Rice,₹185,
Taste Of Tibet,Chicken Shanghai Rice,₹190,
Taste Of Tibet,Buff Shanghai Fried Rice,₹190,
Taste Of Tibet,Veg Chilli Garlic Rice,₹180,
Taste Of Tibet,Egg Chilli Garlic Rice,₹185,
Taste Of Tibet,Chicken Chilli Garlic Rice,₹190,
Taste Of Tibet,Buff Chilli Garlic Rice,₹190,
Taste Of Tibet,Veg Coriander Lemon Rice,₹180,
Taste Of Tibet,Egg Coriander Lemon Rice,₹185,
Taste Of Tibet,Chicken Coriander Lemon Rice,₹190,
Taste Of Tibet,Buff Coriander Lemon Rice,₹190,
Taste Of Tibet,Vegetables Fried Rice,₹160,
Taste Of Tibet,Egg Fried Rice,₹165,Egg Fried Rice
Taste Of Tibet,Chicken Fried Rice,₹170,
Taste Of Tibet,Buff Fried Rice,₹170,
Taste Of Tibet,Vegetables Schezwan Rice,₹180,
Taste Of Tibet,Egg Schezwan Rice,₹185,
Taste Of Tibet,Chicken Schezwan Rice,₹190,
Taste Of Tibet,Buff Schezwan Fried Rice,₹190,
Taste Of Tibet,Vegetables Chilly Basil Rice,₹180,
Taste Of Tibet,Egg Chilly Basil Rice,₹185,
Taste Of Tibet,Chicken Chilly Basil Rice,₹190,
Taste Of Tibet,Buff Chilly Basil Fried Rice,₹190,
Taste Of Tibet,Vegetable Butter Garlic RIce,₹180,
Taste Of Tibet,Egg Butter Garlic Rice,₹185,
Taste Of Tibet,Chicken Butter Garlic Rice,₹190,
Taste Of Tibet,Buff Butter Garlic Fried Rice,₹190,
Taste Of Tibet,Veg Thukpa,₹170,
Taste Of Tibet,Egg Thukpa,₹175,
Taste Of Tibet,Chicken Thukpa,₹180,
Taste Of Tibet,Buff Thukpa,₹180,
Taste Of Tibet,Veg Sweet Corn Soup,₹80,
Taste Of Tibet,Egg Sweet Corn Soup,₹85,
Taste Of Tibet,Chicken Sweet Corn Soup,₹90,
Taste Of Tibet,Buff Sweet corn soup,₹90,
Taste Of Tibet,Veg Soup,₹60,
Taste Of Tibet,Egg Soup,₹70,
Taste Of Tibet,Mushroom Soup,₹80,
Taste Of Tibet,Chicken Soup,₹80,
Taste Of Tibet,Buff Soup,₹80,
Taste Of Tibet,Veg Manchow Soup,₹80,
Taste Of Tibet,Egg Manchow Soup,₹85,
Taste Of Tibet,Chicken Manchow Soup,₹90,
Taste Of Tibet,Buff Manchow Soup,₹90,
Taste Of Tibet,Veg Hot & Sour Soup,₹80,
Taste Of Tibet,Egg Hot & Sour Soup,₹85,
Taste Of Tibet,Chicken Hot & Sour Soup,₹90,
Taste Of Tibet,Buff Hot & Sour Soup,₹90,
Taste Of Tibet,Veg Garlic Noodles,₹180,
Taste Of Tibet,Egg Garlic Noodles,₹185,
Taste Of Tibet,Chicken Garlic Noodles,₹190,
Taste Of Tibet,Buff Garlic Noodles,₹190,
Taste Of Tibet,Veg Chowmein,₹160,
Taste Of Tibet,Egg Chowmein,₹165,
Taste Of Tibet,Chicken Chowmein,₹170,
Taste Of Tibet,Buff Chowmein,₹170,
Taste Of Tibet,Vegetables Noodles,₹180,
Taste Of Tibet,Egg Schezwan Noodle,₹185,
Taste Of Tibet,Chicken Schezwan Noodles,₹190,
Taste Of Tibet,Buff Schezwan Noodles,₹190,
Taste Of Tibet,Vegetables Chilly Basil Noodles,₹180,
Taste Of Tibet,Egg Chilly Basil Noodles,₹185,
Taste Of Tibet,Chicken Chilly Basil Noodles,₹190,
Taste Of Tibet,Buff Chilly Basil Noodles,₹190,
Taste Of Tibet,Veg Yemen Noodles,₹160,
Taste Of Tibet,Chicken Yemen Noodles,₹180,
Taste Of Tibet,Buff Yemen Noodles,₹180,
Taste Of Tibet,Veg Butter Garlic Noodles,₹180,
Taste Of Tibet,Egg Butter Garlic Noodles,₹185,
Taste Of Tibet,Chicken Butter Garlic Noodles,₹190,
Taste Of Tibet,Buff Butter Garlic Noodles,₹190,
Taste Of Tibet,Veg Mixed Momo Thukpa,₹190,
Taste Of Tibet,Chicken Mixed Momo Thukpa,₹200,
Taste Of Tibet,Buff Mixed Momos Thukpa,₹200,
Taste Of Tibet,Vegetable Thenthuk,₹180,
Taste Of Tibet,Egg Thenthuk,₹185,
Taste Of Tibet,Chicken Thenthuk,₹190,
Taste Of Tibet,Buff Thainthuk,₹190,
Taste Of Tibet,Vegetables Thainthuk Dry,₹195,
Taste Of Tibet,Egg Thainthuk Dry,₹200,
Taste Of Tibet,Chicken Thainthuk Dry,₹220,
Taste Of Tibet,Buff Thenthuk Dry,₹220,
Taste Of Tibet,Chicken Mokthuk,₹200,
Taste Of Tibet,Buff Mokthuk,₹200,
Taste Of Tibet,Chicken Shaprta with Tingmo,₹230,
Taste Of Tibet,Buff Shapta with Tingmo,₹230,
Taste Of Tibet,Vegetables Phing with Tingmo,₹190,
Taste Of Tibet,Chicken Phing with Tingmo,₹210,
Taste Of Tibet,Buff Phing with Tingmo,₹210,
Taste Of Tibet,Extra Tingmo,₹60,
Taste Of Tibet,Veg Laphing Soup,₹80,
Taste Of Tibet,Chicken Laphing Soup,₹90,
Taste Of Tibet,Buff Laphing Soup,₹90,
Taste Of Tibet,Wai Wai Laphing Soup,₹90,
Taste Of Tibet,Veg Laphing Dry,₹80,
Taste Of Tibet,Chicken Laphing Dry,₹90,
Taste Of Tibet,Buff Laphing Dry,₹90,
Taste Of Tibet,Wai Wai Laphing Dry,₹90,
Santhanam Sweets & Savouries,Gulab Jamoon (Pack Of 10),₹208,Gulab Jamun is a traditional Indian sweet that is made with a milk-solid ... read more
Santhanam Sweets & Savouries,Obbattu (Pack Of 5),₹97.50,Obbattu is a sweet flatbread filled with a sweet stuffing made from jaggery ... read more
Santhanam Sweets & Savouries,Mini Badusha,₹195,
Santhanam Sweets & Savouries,Special Mysore Pak,₹187.50,"A popular South Indian sweet made with a combination of gram flour, sugar, ... read more"
Santhanam Sweets & Savouries,Mango Pudding,₹49,
Santhanam Sweets & Savouries,Gulab Jamoon Pack Of 5,₹104,Gulab Jamun is a traditional Indian sweet that is made with a milk-solid ... read more
Santhanam Sweets & Savouries,Mini Kajaya,₹162.50,"It is a sweet and crispy snack that is popular in Karnataka, India. ... read more"
Santhanam Sweets & Savouries,Santhanam Regular Mixture,₹112,"A savory snack mix made from fried lentils, nuts, and spices with a ... read more"
Santhanam Sweets & Savouries,Mothichoor Laddu,₹162.50,Motichoor Laddu is a popular Indian sweet that is made from tiny gram ... read more
Santhanam Sweets & Savouries,Butter Murukku,₹112,Crunchy and savory snack made from rice flour and flavored with butter and ... read more
Santhanam Sweets & Savouries,Kajjaya (Pack Of 5),₹97.50,"Kajjaya is a traditional Indian dessert made with rice flour, jaggery, and ghee. ... read more"
Santhanam Sweets & Savouries,Mini Rasgulla,₹195,
Santhanam Sweets & Savouries,Tender Coconut Pudding,₹49,
Santhanam Sweets & Savouries,Onion Pakoda,₹112,
Santhanam Sweets & Savouries,Chandrakala,₹162.50,Chandrakala is a popular Indian sweet that is made from a pastry-like dough ... read more
Santhanam Sweets & Savouries,Jelabi,₹162.50,"Jelabi is a crispy, spiral-shaped Indian sweet that is soaked in a sugar ... read more"
Santhanam Sweets & Savouries,Coconut Obbattu (Pack Of 5),₹105,"A sweet Indian flatbread filled with a coconut and jaggery filling, typically eaten ... read more"
Santhanam Sweets & Savouries,Jangiri,₹162.50,Jangiri is a traditional Indian sweet that is made from urad dal batter ... read more
Santhanam Sweets & Savouries,Mini Jamoon,₹195,
Santhanam Sweets & Savouries,Rava Laddu (Pack Of 5),₹97.50,"Rava Laddu is a delicious dessert made with semolina, sugar, and ghee. It ... read more"
Santhanam Sweets & Savouries,Avrebele,₹130,These are the deep-fried field beans that are used as the main ingredient ... read more
Santhanam Sweets & Savouries,Nippat Pack Of 5,₹78,"A crispy and spicy South Indian snack made with rice flour, gram flour, ... read more"
Santhanam Sweets & Savouries,Mini Madur Vada,₹112,Small and crispy lentil fritters with a spicy flavor
Santhanam Sweets & Savouries,Damroot Halwa,₹162.50,"Damroot Halwa is a popular Indian sweet that is made from carrots, milk, ... read more"
Santhanam Sweets & Savouries,Kaju Kathli,₹287.50,
Santhanam Sweets & Savouries,Masala Ground Nuts,₹112,Roasted and spiced peanuts with a crunchy texture
Santhanam Sweets & Savouries,Regular Assorted Box 250Gms,₹165,
Santhanam Sweets & Savouries,Kalakand,₹162.50,"A traditional Indian milk-based sweet made with condensed milk and cottage cheese, flavored ... read more"
Santhanam Sweets & Savouries,Khara Murukku Pack Of 10,₹97.50,Khara Murukku is a crispy and spicy South Indian snack made with rice ... read more
Santhanam Sweets & Savouries,Samosa Pack Of 5,₹97.50,A popular Indian snack made with a crispy pastry shell filled with spiced ... read more
Santhanam Sweets & Savouries,Kaju Assorted Box 250gms,₹299,
Santhanam Sweets & Savouries,Kaju Assorted Box 500gms,₹598,
Santhanam Sweets & Savouries,Regular Assorted Box 250Gms,₹165,
Santhanam Sweets & Savouries,Regular Assorted Box 500Gms,₹328,
Santhanam Sweets & Savouries,Special Assorted Box 250gms,₹195,
Santhanam Sweets & Savouries,Special Assorted Box 500gms,₹387,
Santhanam Sweets & Savouries,Mango Pudding,₹49,
Santhanam Sweets & Savouries,Tender Coconut Pudding,₹49,
Santhanam Sweets & Savouries,Aloo Tikki Chaat (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Bhel Puri (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Dahi Papdi (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Dahi Aloo Tikki (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Dahi Kachori (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Dahi Puri (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Dahi Samosa (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Kachori Chaat (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Masala Puri (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Samosa Chaat (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Sev Puri (Per Plate),₹58.50,
Santhanam Sweets & Savouries,Spl Vada Pav,₹35,
Santhanam Sweets & Savouries,Chum Chum,₹195,
Santhanam Sweets & Savouries,Mini Badusha,₹195,
Santhanam Sweets & Savouries,Mini Jamoon,₹195,
Santhanam Sweets & Savouries,Mini Rasgulla,₹195,
Santhanam Sweets & Savouries,Pink Raskadam,₹195,
Santhanam Sweets & Savouries,Chumpakali,₹45,"Chumpakali is a crispy and flaky sweet snack that is made with flour, ... read more"
Santhanam Sweets & Savouries,Dry Jamoon (Pack Of 2),₹45,These dry Gulab Jamuns are made with a milk-solid dough that is deep-fried ... read more
Santhanam Sweets & Savouries,Kesar Badam Milk (Per Piece),₹52,"Kesar Badam Milk is a rich and creamy drink made with almonds, milk, ... read more"
Santhanam Sweets & Savouries,Kesar Rasmalai,₹45,"Kesar Rasmalai is a soft and spongy dessert made with cottage cheese, milk, ... read more"
Santhanam Sweets & Savouries,Lychee Rasmalai,₹45,"A fruity twist on the traditional Rasmalai, Lychee Rasmalai is made with lychee ... read more"
Santhanam Sweets & Savouries,Malai Sandwich,₹45,Malai Sandwich is a creamy and soft dessert made with layers of fresh ... read more
Santhanam Sweets & Savouries,Mango Rasmalai,₹45,"Mango Rasmalai is a variation of the traditional Rasmalai, made with mango pulp ... read more"
Santhanam Sweets & Savouries,Pink Sandwich,₹45,"This is a variation of the Malai Sandwich, but with a pink hue. ... read more"
Santhanam Sweets & Savouries,Gulab Jamoon (Pack Of 10),₹208,Gulab Jamun is a traditional Indian sweet that is made with a milk-solid ... read more
Santhanam Sweets & Savouries,Gulab Jamoon Pack Of 5,₹104,Gulab Jamun is a traditional Indian sweet that is made with a milk-solid ... read more
Santhanam Sweets & Savouries,Special Mysore Pak,₹187.50,"A popular South Indian sweet made with a combination of gram flour, sugar, ... read more"
Santhanam Sweets & Savouries,Anjeer Kaju Roll,₹287.75,
Santhanam Sweets & Savouries,Badam Halwa,₹287.50,
Santhanam Sweets & Savouries,Kaju Anjeer Stick,₹287.50,
Santhanam Sweets & Savouries,Kaju Kathli,₹287.50,
Santhanam Sweets & Savouries,Kaju Roll,₹287.50,
Santhanam Sweets & Savouries,Almond Gujiya (Per Piece),₹45,"A popular North Indian sweet, Gujiya is a deep-fried pastry filled with sweetened ... read more"
Santhanam Sweets & Savouries,Crispy Laccha Jalebi (Per Piece),₹45,Crispy Laccha Jalebi is a sweet and crispy dessert made with flour and ... read more
Santhanam Sweets & Savouries,Kaju Custard Apple (Per Piece),₹45,Kaju Custard Apple is a sweet dessert made with cashew nut paste and ... read more
Santhanam Sweets & Savouries,Kaju Dry Fruit Laddu (Per Piece),₹45,"A delicious Indian sweet made with cashews, almonds, and other dry fruits, mixed ... read more"
Santhanam Sweets & Savouries,Kaju Sandwich (Per Piece),₹45,Kaju Sandwich is a sweet snack made with layers of cashew nut paste ... read more
Santhanam Sweets & Savouries,Kaju Strawberry,₹45,Kaju Strawberry is a sweet and fruity dessert made with cashew nuts and ... read more
Santhanam Sweets & Savouries,Ajmeeri Kalakand,₹162.50,"A variation of the classic Kalakand, this sweet is made with mawa (khoya) ... read more"
Santhanam Sweets & Savouries,Kalakand,₹162.50,"A traditional Indian milk-based sweet made with condensed milk and cottage cheese, flavored ... read more"
Santhanam Sweets & Savouries,Chocolate Barfi,₹162.50,"A fusion of Indian and Western flavors, this sweet is made with condensed ... read more"
Santhanam Sweets & Savouries,Coconut Barfi,₹162.50,"A popular Indian sweet made with desiccated coconut, sugar, and milk, flavored with ... read more"
Santhanam Sweets & Savouries,Dry Fruit Sandwich,₹162.50,A crunchy and nutty Indian sweet made with a combination of dried fruits ... read more
Santhanam Sweets & Savouries,Fruit Barfi,₹162.50,"A delightful mix of fruits and nuts, this sweet is made with condensed ... read more"
Santhanam Sweets & Savouries,Malai Barfi,₹162.50,"A rich and creamy Indian sweet made with condensed milk, milk powder, and ... read more"
Santhanam Sweets & Savouries,Mango Barfi,₹162.50,"A seasonal sweet made with mango pulp, condensed milk, and milk powder, flavored ... read more"
Santhanam Sweets & Savouries,Strawberry Barfi,₹162.50,"A delicious and refreshing Indian sweet made with fresh strawberries, condensed milk, and ... read more"
Santhanam Sweets & Savouries,Darwad Peda,₹162.50,"Darwad Peda is a popular sweet from the city of Dharwad in Karnataka, ... read more"
Santhanam Sweets & Savouries,Doodh Peda,₹162.50,Doodh Peda is a classic Indian sweet made with milk and sugar. These ... read more
Santhanam Sweets & Savouries,Gulbar Peda,₹162.50,"Gulbar Peda is a traditional Indian sweet made with milk, sugar, and cardamom ... read more"
Santhanam Sweets & Savouries,Kesar Peda,₹162.50,"A classic Indian sweet made with khoya, sugar, and saffron, flavored with cardamom ... read more"
Santhanam Sweets & Savouries,Kesar Roll,₹162.50,"Kesar Roll is a sweet and creamy dessert made with khoya, sugar, and ... read more"
Santhanam Sweets & Savouries,Badusha,₹162.50,"Badusha is a flaky, layered sweet that is popular in India. It is ... read more"
Santhanam Sweets & Savouries,Besan Laddu,₹162.50,Besan Laddu is a delicious and healthy sweet that is made from gram ... read more
Santhanam Sweets & Savouries,Bombay Halwa,₹162.50,Bombay Halwa is a traditional Indian sweet that has a chewy and soft ... read more
Santhanam Sweets & Savouries,Chandrakala,₹162.50,Chandrakala is a popular Indian sweet that is made from a pastry-like dough ... read more
Santhanam Sweets & Savouries,Damroot Halwa,₹162.50,"Damroot Halwa is a popular Indian sweet that is made from carrots, milk, ... read more"
Santhanam Sweets & Savouries,Jangiri,₹162.50,Jangiri is a traditional Indian sweet that is made from urad dal batter ... read more
Santhanam Sweets & Savouries,Jelabi,₹162.50,"Jelabi is a crispy, spiral-shaped Indian sweet that is soaked in a sugar ... read more"
Santhanam Sweets & Savouries,Mothichoor Laddu,₹162.50,Motichoor Laddu is a popular Indian sweet that is made from tiny gram ... read more
Santhanam Sweets & Savouries,Ordinary Mysore Pak,₹162.50,"Made from a combination of gram flour, sugar, and ghee, this melt-in-your-mouth sweet ... read more"
Santhanam Sweets & Savouries,Sonupapdi,₹162.50,Sonupapdi is a popular Indian sweet that is made from roasted gram flour ... read more
Santhanam Sweets & Savouries,Sweet Boondi,₹162.50,"Sweet Boondi is a crispy, sweet snack made from gram flour that is ... read more"
Santhanam Sweets & Savouries,Mawa Katoori,₹195,"Mawa Katoori is a delicious dessert made from milk solids, sugar, and flour. ... read more"
Santhanam Sweets & Savouries,Mawa Mothi Rocket,₹195,"Mawa Mothi Rocket is a sweet, crunchy dessert that is made from mawa, ... read more"
Santhanam Sweets & Savouries,Mawa Mothi Roll,₹195,"Mawa Mothi Roll is a mouth-watering dessert made with mawa, sugar, and flour. ... read more"
Santhanam Sweets & Savouries,Coconut Anjeer Barfi,₹195,"Coconut Anjeer Barfi is a delicious and nutritious dessert made with coconut, anjeer, ... read more"
Santhanam Sweets & Savouries,Coconut Dates Laddu,₹195,"Coconut Dates Laddu is a nutritious dessert made with dates, coconut, and nuts. ... read more"
Santhanam Sweets & Savouries,Coconut Obbattu (Pack Of 5),₹105,"A sweet Indian flatbread filled with a coconut and jaggery filling, typically eaten ... read more"
Santhanam Sweets & Savouries,Kajjaya (Pack Of 5),₹97.50,"Kajjaya is a traditional Indian dessert made with rice flour, jaggery, and ghee. ... read more"
Santhanam Sweets & Savouries,Khara Murukku Pack Of 10,₹97.50,Khara Murukku is a crispy and spicy South Indian snack made with rice ... read more
Santhanam Sweets & Savouries,Masala Cashew [100 Gm],₹182,
Santhanam Sweets & Savouries,Masala Puri,₹52,A deep-fried Indian bread made with wheat flour and seasoned with various spices.
Santhanam Sweets & Savouries,Nippat Pack Of 5,₹78,"A crispy and spicy South Indian snack made with rice flour, gram flour, ... read more"
Santhanam Sweets & Savouries,Obbattu (Pack Of 5),₹97.50,Obbattu is a sweet flatbread filled with a sweet stuffing made from jaggery ... read more
Santhanam Sweets & Savouries,Pheni (Pack Of 2),₹52,"A popular Indian sweet made from thin, crispy vermicelli-like noodles that are fried ... read more"
Santhanam Sweets & Savouries,Puri Laddu (Pack Of 6),₹52,A sweet and crunchy dessert made with deep-fried flour discs and sweetened gram ... read more
Santhanam Sweets & Savouries,Ragi Murukku,₹45.50,A crunchy and delicious South Indian snack made with ragi (finger millet) flour ... read more
Santhanam Sweets & Savouries,Rava Laddu (Pack Of 5),₹97.50,"Rava Laddu is a delicious dessert made with semolina, sugar, and ghee. It ... read more"
Santhanam Sweets & Savouries,Salted Avlakki,₹39,A crunchy snack made with flattened rice that is seasoned with salt and ... read more
Santhanam Sweets & Savouries,Salted Murukku [Pack Of 10],₹97.50,A crispy and crunchy South Indian snack made with rice flour and urad ... read more
Santhanam Sweets & Savouries,Samosa (Pack Of 2 ),₹38,A popular Indian snack made with a crispy pastry shell filled with spiced ... read more
Santhanam Sweets & Savouries,Samosa Pack Of 5,₹97.50,A popular Indian snack made with a crispy pastry shell filled with spiced ... read more
Santhanam Sweets & Savouries,Soan Halwa 1Pc,₹32.25,"A sweet and flaky Indian dessert made with a combination of flour, ghee, ... read more"
Santhanam Sweets & Savouries,Basan Murukku,₹112,Crispy and flavorful snack made from chickpea flour and spices
Santhanam Sweets & Savouries,Bombay Mixture,₹112,"A spicy and savory snack mix made from fried lentils, nuts, and spices"
Santhanam Sweets & Savouries,Butter Murukku,₹112,Crunchy and savory snack made from rice flour and flavored with butter and ... read more
Santhanam Sweets & Savouries,Chana Dal,₹112,"Fried and salted chana dal lentils, a popular snack in India"
Santhanam Sweets & Savouries,Congresss,₹112,A savory and spicy snack made from fried gram flour and spices
Santhanam Sweets & Savouries,Curd Murukku,₹112,Crunchy and savory snack made from rice flour and flavored with curd and ... read more
Santhanam Sweets & Savouries,Khara Boondi,₹112,Crispy and spicy snack made from chickpea flour and spices
Santhanam Sweets & Savouries,Khara Sev,₹112,"Thin and crispy snack made from chickpea flour and spices, similar to Ompudi ... read more"
Santhanam Sweets & Savouries,Kodubela,₹112,Spicy and crunchy snack made from rice flour and spices
Santhanam Sweets & Savouries,Mini Madur Vada,₹112,Small and crispy lentil fritters with a spicy flavor
Santhanam Sweets & Savouries,Masala Ground Nuts,₹112,Roasted and spiced peanuts with a crunchy texture
Santhanam Sweets & Savouries,Mini Samosa,₹112,Small and crispy triangular pastries filled with spiced potatoes and peas
Santhanam Sweets & Savouries,Mixed Dal,₹112,"A mix of fried and salted lentils including chana dal, moong dal, and ... read more"
Santhanam Sweets & Savouries,Mixed Dal Mixture,₹112,"A savory snack mix made from a variety of fried lentils, nuts, and ... read more"
Santhanam Sweets & Savouries,Moong Dal,₹112,"Fried and salted moong dal lentils, a popular snack in India"
Santhanam Sweets & Savouries,Moong Dal Mixture,₹112,"A savory snack mix made from fried lentils, nuts, and spices"
Santhanam Sweets & Savouries,Ompudi,₹112,Thin and crispy snack made from chickpea flour and seasoned with spices
Santhanam Sweets & Savouries,Ribbion Murukku,₹112,Crunchy and crispy snack made from rice flour and spices in a ribbon-like ... read more
Santhanam Sweets & Savouries,Santhanam Regular Mixture,₹112,"A savory snack mix made from fried lentils, nuts, and spices with a ... read more"
Santhanam Sweets & Savouries,Special Bombay Mixture,₹112,A spicier version of the traditional Bombay Mixture snack mix
Santhanam Sweets & Savouries,Sweet Kajur,₹112,Soft and chewy dates stuffed with nuts and flavored with cardamom
Santhanam Sweets & Savouries,Avrebele,₹130,These are the deep-fried field beans that are used as the main ingredient ... read more
Santhanam Sweets & Savouries,Avrebele Mixture,₹113,"This is a savory snack mix that is made with avrebele (field beans), ... read more"
Santhanam Sweets & Savouries,Khatta Meetha,₹113,It is a savory snack mix that combines sweet and sour flavors. It ... read more
Santhanam Sweets & Savouries,Mini Kajaya,₹162.50,"It is a sweet and crispy snack that is popular in Karnataka, India. ... read more"
Santhanam Sweets & Savouries,Onion Pakoda,₹112,
Santhanam Sweets & Savouries,Pudina Pakoda,₹97.50,"A crispy and spicy snack made with besan (gram flour), rice flour, and ... read more"
Shaap,Pothu Chatti Choru,₹260,
Shaap,Fish Pothi Choru,₹190,
Shaap,Pothu Pothi Choru,₹230,
Shaap,Pothu Kappa Biryani,₹200,
Shaap,Chicken Pothi Choru,₹210,
Shaap,Pothu Biryani,₹230,
Shaap,Chicken Chatti Choru,₹260,
Shaap,Fish Chatti Choru,₹290,
Shaap,Pollichathu Chicken Biryani,₹210,
Shaap,Kanji,₹120,
Shaap,Veg Pothi Choru,₹160,
Shaap,Pollichathu Pothu Parotta (Kizi),₹200,
Shaap,Prawn Pothi Choru,₹290,
Shaap,Egg Pothi Choru,₹190,
Shaap,Chicken Biryani,₹190,Richly flavored aromatic rice layered with marinated chicken pieces in a delicate blend ... read more
Shaap,Pothu Ularthiyathu Dry Fry,₹240,
Shaap,Pollichathu Chicken Porotta ( Kizi),₹200,
Shaap,Prawns Chatti,₹300,
Shaap,Prawns Roast,₹290,[Chef's Special]
Shaap,Kappa Mulaku,₹160,
Shaap,Sear Fish Biryani,₹310,
Shaap,Pothu Roast,₹250,
Shaap,Prawns Biryani,₹310,
Shaap,Prawn Malabar Fry,₹300,
Shaap,Kappa,₹120,
Shaap,Alleppey Chicken Curry,₹260,
Shaap,Bdf,₹250,
Shaap,Chicken Malabari,₹250,
Shaap,Chicken Nadan Perattu,₹250,
Shaap,4 Pazham Pori,₹70,
Shaap,Pollichathu Pothu Biryani,₹240,
